id,polarity
2498,positive
2499,negative
2500,positive
2501,positive
2502,positive
2503,negative
2504,positive
2505,negative
2506,positive
2507,negative
2508,positive
2509,negative
2510,positive
2511,negative
2512,negative
2513,negative
2514,positive
2515,negative
2516,positive
2517,positive
2518,positive
2519,positive
2520,negative
2521,positive
2522,negative
2523,negative
2524,negative
2525,positive
2526,positive
2527,positive
2528,negative
2529,negative
2530,negative
2531,positive
2532,negative
2533,negative
2534,positive
2535,positive
2536,positive
2537,positive
2538,negative
2539,positive
2540,negative
2541,negative
2542,positive
2543,positive
2544,positive
2545,positive
2546,negative
2547,negative
2548,negative
2549,negative
2550,negative
2551,negative
2552,positive
2553,negative
2554,positive
2555,positive
2556,positive
2557,negative
2558,negative
2559,positive
2560,positive
2561,negative
2562,negative
2563,negative
2564,positive
2565,negative
2566,negative
2567,negative
2568,negative
2569,negative
2570,negative
2571,positive
2572,negative
2573,negative
2574,negative
2575,negative
2576,positive
2577,negative
2578,positive
2579,negative
2580,negative
2581,negative
2582,positive
2583,positive
2584,negative
2585,positive
2586,positive
2587,positive
2588,positive
2589,negative
2590,negative
2591,negative
2592,negative
2593,positive
2594,negative
2595,negative
2596,positive
2597,negative
2598,positive
2599,negative
2600,negative
2601,negative
2602,positive
2603,negative
2604,negative
2605,negative
2606,negative
2607,positive
2608,negative
2609,positive
2610,negative
2611,negative
2612,negative
2613,positive
2614,positive
2615,positive
2616,negative
2617,negative
2618,positive
2619,negative
2620,positive
2621,negative
2622,positive
2623,negative
2624,negative
2625,negative
2626,negative
2627,negative
2628,negative
2629,negative
2630,positive
2631,negative
2632,negative
2633,negative
2634,positive
2635,negative
2636,positive
2637,positive
2638,positive
2639,negative
2640,positive
2641,positive
2642,negative
2643,positive
2644,negative
2645,positive
2646,negative
2647,positive
2648,negative
2649,negative
2650,negative
2651,negative
2652,positive
2653,positive
2654,positive
2655,positive
2656,negative
2657,positive
2658,negative
2659,negative
2660,positive
2661,negative
2662,positive
2663,positive
2664,negative
2665,negative
2666,negative
2667,negative
2668,negative
2669,negative
2670,positive
2671,positive
2672,positive
2673,positive
2674,negative
2675,positive
2676,positive
2677,positive
2678,negative
2679,positive
2680,negative
2681,negative
2682,negative
2683,negative
2684,negative
2685,negative
2686,positive
2687,positive
2688,negative
2689,negative
2690,positive
2691,positive
2692,negative
2693,negative
2694,negative
2695,positive
2696,positive
2697,positive
2698,negative
2699,negative
2700,negative
2701,positive
2702,negative
2703,positive
2704,positive
2705,negative
2706,positive
2707,negative
2708,negative
2709,negative
2710,positive
2711,negative
2712,positive
2713,negative
2714,positive
2715,negative
2716,negative
2717,negative
2718,positive
2719,negative
2720,negative
2721,positive
2722,negative
2723,negative
2724,negative
2725,positive
2726,negative
2727,negative
2728,negative
2729,positive
2730,negative
2731,positive
2732,positive
2733,positive
2734,negative
2735,negative
2736,negative
2737,positive
2738,negative
2739,negative
2740,positive
2741,negative
2742,positive
2743,positive
2744,positive
2745,positive
2746,positive
2747,negative
2748,negative
2749,positive
2750,negative
2751,negative
2752,positive
2753,positive
2754,negative
2755,positive
2756,negative
2757,positive
2758,positive
2759,negative
2760,negative
2761,negative
2762,negative
2763,negative
2764,negative
2765,negative
2766,negative
2767,positive
2768,negative
2769,positive
2770,negative
2771,positive
2772,negative
2773,negative
2774,negative
2775,negative
2776,negative
2777,negative
2778,negative
2779,negative
2780,negative
2781,positive
2782,negative
2783,negative
2784,positive
2785,negative
2786,positive
2787,positive
2788,negative
2789,positive
2790,positive
2791,positive
2792,positive
2793,negative
2794,negative
2795,negative
2796,negative
2797,positive
2798,positive
2799,negative
2800,negative
2801,negative
2802,negative
2803,negative
2804,negative
2805,negative
2806,negative
2807,negative
2808,negative
2809,negative
2810,positive
2811,negative
2812,positive
2813,negative
2814,negative
2815,positive
2816,positive
2817,negative
2818,positive
2819,negative
2820,negative
2821,negative
2822,negative
2823,negative
2824,positive
2825,negative
2826,negative
2827,negative
2828,negative
2829,negative
2830,negative
2831,negative
2832,positive
2833,negative
2834,negative
2835,negative
2836,negative
2837,positive
2838,negative
2839,negative
2840,positive
2841,negative
2842,positive
2843,negative
2844,positive
2845,positive
2846,negative
2847,positive
2848,negative
2849,negative
2850,negative
2851,positive
2852,positive
2853,negative
2854,positive
2855,positive
2856,negative
2857,negative
2858,positive
2859,negative
2860,positive
2861,positive
2862,positive
2863,negative
2864,negative
2865,positive
2866,positive
2867,positive
2868,positive
2869,negative
2870,positive
2871,negative
2872,positive
2873,positive
2874,negative
2875,negative
2876,positive
2877,positive
2878,negative
2879,positive
2880,negative
2881,positive
2882,positive
2883,positive
2884,positive
2885,negative
2886,positive
2887,positive
2888,negative
2889,positive
2890,negative
2891,negative
2892,positive
2893,positive
2894,negative
2895,negative
2896,negative
2897,positive
2898,negative
2899,positive
2900,negative
2901,negative
2902,positive
2903,positive
2904,negative
2905,negative
2906,negative
2907,positive
2908,positive
2909,positive
2910,positive
2911,negative
2912,negative
2913,positive
2914,negative
2915,negative
2916,negative
2917,negative
2918,positive
2919,negative
2920,negative
2921,negative
2922,negative
2923,positive
2924,negative
2925,negative
2926,negative
2927,negative
2928,positive
2929,negative
2930,negative
2931,negative
2932,negative
2933,positive
2934,negative
2935,positive
2936,negative
2937,negative
2938,negative
2939,negative
2940,positive
2941,negative
2942,negative
2943,negative
2944,negative
2945,negative
2946,negative
2947,positive
2948,positive
2949,positive
2950,negative
2951,negative
2952,negative
2953,positive
2954,negative
2955,negative
2956,positive
2957,negative
2958,negative
2959,negative
2960,positive
2961,positive
2962,negative
2963,negative
2964,positive
2965,negative
2966,negative
2967,positive
2968,negative
2969,positive
2970,positive
2971,positive
2972,negative
2973,positive
2974,negative
2975,negative
2976,positive
2977,negative
2978,negative
2979,negative
2980,negative
2981,negative
2982,positive
2983,negative
2984,negative
2985,negative
2986,positive
2987,negative
2988,positive
2989,negative
2990,negative
2991,negative
2992,negative
2993,positive
2994,negative
2995,positive
2996,positive
2997,positive
2998,negative
2999,negative
3000,negative
3001,negative
3002,negative
3003,negative
3004,positive
3005,negative
3006,positive
3007,negative
3008,negative
3009,negative
3010,positive
3011,negative
3012,negative
3013,negative
3014,negative
3015,negative
3016,negative
3017,positive
3018,positive
3019,negative
3020,positive
3021,positive
3022,positive
3023,positive
3024,negative
3025,positive
3026,negative
3027,negative
3028,negative
3029,positive
3030,positive
3031,negative
3032,negative
3033,positive
3034,positive
3035,negative
3036,positive
3037,positive
3038,positive
3039,negative
3040,positive
3041,negative
3042,positive
3043,positive
3044,positive
3045,positive
3046,negative
3047,positive
3048,negative
3049,positive
3050,negative
3051,negative
3052,positive
3053,negative
3054,positive
3055,negative
3056,positive
3057,positive
3058,positive
3059,positive
3060,negative
3061,positive
3062,negative
3063,positive
3064,negative
3065,positive
3066,positive
3067,positive
3068,positive
3069,negative
3070,negative
3071,negative
3072,positive
3073,negative
3074,positive
3075,negative
3076,negative
3077,negative
3078,positive
3079,negative
3080,positive
3081,positive
3082,negative
3083,negative
3084,negative
3085,negative
3086,positive
3087,negative
3088,negative
3089,negative
3090,negative
3091,negative
3092,negative
3093,negative
3094,positive
3095,negative
3096,positive
3097,positive
3098,positive
3099,positive
3100,negative
3101,positive
3102,positive
3103,positive
3104,negative
3105,positive
3106,negative
3107,negative
3108,positive
3109,negative
3110,positive
3111,positive
3112,positive
3113,positive
3114,negative
3115,positive
3116,positive
3117,positive
3118,positive
3119,positive
3120,negative
3121,negative
3122,negative
3123,positive
3124,positive
3125,positive
3126,positive
3127,negative
3128,negative
3129,negative
3130,negative
3131,positive
3132,negative
3133,positive
3134,negative
3135,negative
3136,negative
3137,positive
3138,positive
3139,negative
3140,negative
3141,positive
3142,positive
3143,positive
3144,positive
3145,positive
3146,negative
3147,positive
3148,negative
3149,negative
3150,negative
3151,negative
3152,positive
3153,negative
3154,positive
3155,negative
3156,negative
3157,negative
3158,positive
3159,positive
3160,positive
3161,positive
3162,negative
3163,negative
3164,positive
3165,positive
3166,negative
3167,negative
3168,negative
3169,negative
3170,negative
3171,negative
3172,positive
3173,positive
3174,negative
3175,positive
3176,negative
3177,positive
3178,positive
3179,positive
3180,negative
3181,negative
3182,negative
3183,positive
3184,negative
3185,positive
3186,positive
3187,negative
3188,negative
3189,negative
3190,positive
3191,positive
3192,positive
3193,negative
3194,negative
3195,positive
3196,negative
3197,neutral
3198,negative
3199,positive
3200,negative
3201,negative
3202,positive
3203,negative
3204,negative
3205,positive
3206,negative
3207,positive
3208,positive
3209,negative
3210,positive
3211,negative
3212,negative
3213,negative
3214,positive
3215,negative
3216,negative
3217,negative
3218,positive
3219,positive
3220,positive
3221,negative
3222,negative
3223,negative
3224,positive
3225,positive
3226,negative
3227,negative
3228,negative
3229,positive
3230,negative
3231,negative
3232,positive
3233,negative
3234,positive
3235,negative
3236,negative
3237,negative
3238,negative
3239,positive
3240,negative
3241,positive
3242,negative
3243,negative
3244,negative
3245,negative
3246,positive
3247,negative
3248,positive
3249,negative
3250,positive
3251,negative
3252,negative
3253,positive
3254,negative
3255,negative
3256,positive
3257,negative
3258,positive
3259,negative
3260,negative
3261,negative
3262,positive
3263,negative
3264,negative
3265,positive
3266,negative
3267,positive
3268,negative
3269,positive
3270,positive
3271,positive
3272,negative
3273,negative
3274,positive
3275,negative
3276,positive
3277,negative
3278,positive
3279,positive
3280,negative
3281,negative
3282,negative
3283,negative
3284,positive
3285,positive
3286,negative
3287,negative
3288,positive
3289,positive
3290,positive
3291,negative
3292,positive
3293,negative
3294,negative
3295,positive
3296,negative
3297,positive
3298,negative
3299,negative
3300,negative
3301,negative
3302,positive
3303,positive
3304,negative
3305,negative
3306,negative
3307,negative
3308,positive
3309,negative
3310,positive
3311,negative
3312,negative
3313,positive
3314,negative
3315,negative
3316,negative
3317,negative
3318,negative
3319,positive
3320,positive
3321,negative
3322,negative
3323,negative
3324,positive
3325,negative
3326,negative
3327,negative
3328,negative
3329,positive
3330,positive
3331,negative
3332,positive
3333,negative
3334,positive
3335,negative
3336,negative
3337,positive
3338,negative
3339,positive
3340,negative
3341,positive
3342,negative
3343,positive
3344,negative
3345,positive
3346,negative
3347,positive
3348,positive
3349,positive
3350,negative
3351,negative
3352,negative
3353,negative
3354,negative
3355,positive
3356,positive
3357,negative
3358,negative
3359,negative
3360,negative
3361,positive
3362,negative
3363,positive
3364,positive
3365,negative
3366,negative
3367,negative
3368,negative
3369,positive
3370,negative
3371,positive
3372,negative
3373,positive
3374,negative
3375,positive
3376,positive
3377,negative
3378,negative
3379,positive
3380,negative
3381,negative
3382,negative
3383,negative
3384,positive
3385,negative
3386,positive
3387,negative
3388,negative
3389,negative
3390,positive
3391,negative
3392,positive
3393,positive
3394,negative
3395,negative
3396,negative
3397,negative
3398,negative
3399,negative
3400,negative
3401,positive
3402,negative
3403,negative
3404,negative
3405,positive
3406,negative
3407,positive
3408,negative
3409,positive
3410,negative
3411,positive
3412,negative
3413,negative
3414,negative
3415,negative
3416,positive
3417,positive
3418,positive
3419,positive
3420,negative
3421,positive
3422,positive
3423,positive
3424,negative
3425,negative
3426,negative
3427,negative
3428,positive
3429,negative
3430,negative
3431,negative
3432,negative
3433,negative
3434,negative
3435,negative
3436,negative
3437,negative
3438,negative
3439,negative
3440,negative
3441,negative
3442,negative
3443,positive
3444,positive
3445,negative
3446,negative
3447,negative
3448,negative
3449,positive
3450,negative
3451,negative
3452,positive
3453,negative
3454,negative
3455,negative
3456,positive
3457,negative
3458,negative
3459,negative
3460,negative
3461,positive
3462,negative
3463,negative
3464,positive
3465,negative
3466,negative
3467,negative
3468,positive
3469,positive
3470,negative
3471,negative
3472,negative
3473,negative
3474,negative
3475,negative
3476,negative
3477,negative
3478,negative
3479,positive
3480,negative
3481,negative
3482,negative
3483,positive
3484,negative
3485,positive
3486,negative
3487,positive
3488,negative
3489,negative
3490,positive
3491,negative
3492,positive
3493,negative
3494,negative
3495,positive
3496,positive
3497,negative
3498,positive
3499,negative
3500,positive
3501,negative
3502,positive
3503,positive
3504,negative
3505,negative
3506,positive
3507,positive
3508,positive
3509,positive
3510,positive
3511,negative
3512,negative
3513,positive
3514,positive
3515,positive
3516,positive
3517,positive
3518,negative
3519,negative
3520,positive
3521,positive
3522,negative
3523,negative
3524,positive
3525,negative
3526,positive
3527,positive
3528,negative
3529,positive
3530,negative
3531,negative
3532,negative
3533,negative
3534,positive
3535,negative
3536,positive
3537,positive
3538,negative
3539,negative
3540,negative
3541,positive
3542,negative
3543,positive
3544,positive
3545,negative
3546,negative
3547,positive
3548,negative
3549,negative
3550,negative
3551,negative
3552,negative
3553,positive
3554,positive
3555,negative
3556,negative
3557,negative
3558,negative
3559,negative
3560,negative
3561,negative
3562,negative
3563,negative
3564,positive
3565,negative
3566,negative
3567,negative
3568,negative
3569,negative
3570,negative
3571,positive
3572,positive
3573,negative
3574,negative
3575,positive
3576,negative
3577,negative
3578,negative
3579,negative
3580,negative
3581,positive
3582,positive
3583,negative
3584,positive
3585,negative
3586,positive
3587,negative
3588,negative
3589,negative
3590,negative
3591,positive
3592,positive
3593,negative
3594,positive
3595,negative
3596,positive
3597,positive
3598,negative
3599,positive
3600,positive
3601,negative
3602,positive
3603,positive
3604,positive
3605,positive
3606,positive
3607,negative
3608,negative
3609,positive
3610,negative
3611,negative
3612,negative
3613,negative
3614,positive
3615,positive
3616,positive
3617,positive
3618,negative
3619,positive
3620,positive
3621,positive
3622,negative
3623,negative
3624,negative
3625,negative
3626,positive
3627,negative
3628,negative
3629,negative
3630,negative
3631,negative
3632,positive
3633,negative
3634,positive
3635,negative
3636,positive
3637,negative
3638,negative
3639,negative
3640,negative
3641,negative
3642,negative
3643,negative
3644,negative
3645,negative
3646,positive
3647,positive
3648,positive
3649,negative
3650,positive
3651,positive
3652,negative
3653,negative
3654,negative
3655,negative
3656,positive
3657,negative
3658,positive
3659,negative
3660,positive
3661,negative
3662,positive
3663,positive
3664,negative
3665,positive
3666,negative
3667,negative
3668,positive
3669,positive
3670,positive
3671,negative
3672,positive
3673,positive
3674,positive
3675,negative
3676,negative
3677,negative
3678,negative
3679,negative
3680,negative
3681,negative
3682,positive
3683,positive
3684,negative
3685,negative
3686,negative
3687,negative
3688,negative
3689,positive
3690,positive
3691,positive
3692,negative
3693,negative
3694,positive
3695,negative
3696,positive
3697,positive
3698,positive
3699,positive
3700,negative
3701,negative
3702,negative
3703,negative
3704,positive
3705,negative
3706,positive
3707,negative
3708,positive
3709,positive
3710,negative
3711,negative
3712,positive
3713,negative
3714,positive
3715,positive
3716,positive
3717,positive
3718,negative
3719,positive
3720,negative
3721,negative
3722,positive
3723,positive
3724,positive
3725,negative
3726,negative
3727,positive
3728,positive
3729,positive
3730,negative
3731,positive
3732,positive
3733,negative
3734,negative
3735,positive
3736,negative
3737,negative
3738,negative
3739,positive
3740,negative
3741,positive
3742,negative
3743,negative
3744,positive
3745,negative
3746,negative
3747,negative
3748,positive
3749,negative
3750,negative
3751,negative
3752,negative
3753,positive
3754,negative
3755,negative
3756,positive
3757,positive
3758,negative
3759,negative
3760,negative
3761,positive
3762,positive
3763,negative
3764,positive
3765,negative
3766,negative
3767,negative
3768,positive
3769,negative
3770,negative
3771,negative
3772,positive
3773,negative
3774,positive
3775,positive
3776,negative
3777,negative
3778,positive
3779,positive
3780,negative
3781,negative
3782,negative
3783,negative
3784,positive
3785,negative
3786,negative
3787,negative
3788,negative
3789,negative
3790,negative
3791,negative
3792,positive
3793,negative
3794,negative
3795,positive
3796,negative
3797,positive
3798,negative
3799,negative
3800,negative
3801,positive
3802,negative
3803,positive
3804,positive
3805,positive
3806,negative
3807,positive
3808,negative
3809,positive
3810,negative
3811,negative
3812,negative
3813,negative
3814,negative
3815,positive
3816,negative
3817,negative
3818,negative
3819,positive
3820,positive
3821,negative
3822,positive
3823,negative
3824,negative
3825,negative
3826,negative
3827,negative
3828,negative
3829,positive
3830,positive
3831,negative
3832,negative
3833,negative
3834,positive
3835,positive
3836,negative
3837,positive
3838,positive
3839,negative
3840,negative
3841,negative
3842,negative
3843,positive
3844,negative
3845,positive
3846,negative
3847,negative
3848,negative
3849,positive
3850,negative
3851,negative
3852,positive
3853,positive
3854,negative
3855,positive
3856,positive
3857,positive
3858,negative
3859,positive
3860,negative
3861,negative
3862,positive
3863,positive
3864,negative
3865,negative
3866,positive
3867,negative
3868,negative
3869,positive
3870,negative
3871,positive
3872,positive
3873,negative
3874,negative
3875,negative
3876,negative
3877,negative
3878,negative
3879,negative
3880,positive
3881,negative
3882,negative
3883,negative
3884,negative
3885,positive
3886,positive
3887,negative
3888,positive
3889,positive
3890,positive
3891,negative
3892,negative
3893,negative
3894,negative
3895,positive
3896,negative
3897,positive
3898,negative
3899,positive
3900,positive
3901,negative
3902,negative
3903,negative
3904,positive
3905,positive
3906,negative
3907,negative
3908,negative
3909,negative
3910,negative
3911,negative
3912,positive
3913,positive
3914,negative
3915,positive
3916,positive
3917,negative
3918,positive
3919,positive
3920,negative
3921,positive
3922,negative
3923,negative
3924,negative
3925,positive
3926,negative
3927,positive
3928,positive
3929,negative
3930,positive
3931,negative
3932,positive
3933,negative
3934,positive
3935,negative
3936,negative
3937,negative
3938,negative
3939,negative
3940,positive
3941,negative
3942,negative
3943,negative
3944,positive
3945,positive
3946,positive
3947,negative
3948,negative
3949,negative
3950,positive
3951,negative
3952,positive
3953,negative
3954,negative
3955,negative
3956,negative
3957,negative
3958,negative
3959,positive
3960,negative
3961,negative
3962,negative
3963,negative
3964,negative
3965,negative
3966,negative
3967,positive
3968,negative
3969,negative
3970,negative
3971,negative
3972,positive
3973,negative
3974,positive
3975,positive
3976,positive
3977,positive
3978,negative
3979,positive
3980,positive
3981,negative
3982,negative
3983,negative
3984,negative
3985,positive
3986,negative
3987,positive
3988,positive
3989,positive
3990,negative
3991,negative
3992,positive
3993,negative
3994,positive
3995,positive
3996,positive
3997,negative
3998,positive
3999,negative
4000,positive
4001,negative
4002,negative
4003,negative
4004,negative
4005,negative
4006,positive
4007,negative
4008,negative
4009,positive
4010,negative
4011,positive
4012,negative
4013,negative
4014,positive
4015,negative
4016,negative
4017,negative
4018,positive
4019,negative
4020,positive
4021,positive
4022,negative
4023,negative
4024,positive
4025,positive
4026,positive
4027,positive
4028,negative
4029,negative
4030,negative
4031,positive
4032,negative
4033,negative
4034,negative
4035,positive
4036,negative
4037,negative
4038,negative
4039,negative
4040,negative
4041,negative
4042,negative
4043,negative
4044,negative
4045,negative
4046,negative
4047,positive
4048,negative
4049,negative
4050,negative
4051,negative
4052,negative
4053,positive
4054,negative
4055,positive
4056,positive
4057,positive
4058,negative
4059,positive
4060,negative
4061,negative
4062,neutral
4063,positive
4064,positive
4065,positive
4066,positive
4067,positive
4068,positive
4069,negative
4070,negative
4071,negative
4072,positive
4073,negative
4074,negative
4075,positive
4076,negative
4077,negative
4078,negative
4079,negative
4080,negative
4081,positive
4082,negative
4083,positive
4084,negative
4085,negative
4086,positive
4087,negative
4088,negative
4089,negative
4090,positive
4091,negative
4092,negative
4093,positive
4094,positive
4095,positive
4096,negative
4097,negative
4098,negative
4099,positive
4100,negative
4101,positive
4102,negative
4103,positive
4104,positive
4105,negative
4106,negative
4107,positive
4108,negative
4109,negative
4110,positive
4111,positive
4112,positive
4113,negative
4114,negative
4115,positive
4116,negative
4117,negative
4118,negative
4119,negative
4120,negative
4121,positive
4122,negative
4123,positive
4124,negative
4125,negative
4126,negative
4127,negative
4128,negative
4129,positive
4130,positive
4131,negative
4132,negative
4133,positive
4134,negative
4135,negative
4136,negative
4137,negative
4138,positive
4139,negative
4140,negative
4141,negative
4142,negative
4143,positive
4144,negative
4145,negative
4146,positive
4147,positive
4148,positive
4149,negative
4150,negative
4151,positive
4152,positive
4153,negative
4154,negative
4155,positive
4156,negative
4157,positive
4158,negative
4159,negative
4160,negative
4161,negative
4162,negative
4163,negative
4164,negative
4165,negative
4166,positive
4167,negative
4168,negative
4169,negative
4170,positive
4171,positive
4172,negative
4173,positive
4174,positive
4175,negative
4176,negative
4177,negative
4178,negative
4179,positive
4180,negative
4181,positive
4182,negative
4183,negative
4184,positive
4185,negative
4186,negative
4187,positive
4188,negative
4189,negative
4190,negative
4191,positive
4192,negative
4193,negative
4194,positive
4195,positive
4196,negative
4197,negative
4198,positive
4199,positive
4200,positive
4201,negative
4202,positive
4203,negative
4204,positive
4205,positive
4206,negative
4207,negative
4208,negative
4209,positive
4210,positive
4211,negative
4212,positive
4213,negative
4214,negative
4215,positive
4216,positive
4217,negative
4218,positive
4219,positive
4220,negative
4221,negative
4222,negative
4223,negative
4224,positive
4225,positive
4226,negative
4227,negative
4228,negative
4229,positive
4230,negative
4231,positive
4232,negative
4233,positive
4234,positive
4235,negative
4236,negative
4237,negative
4238,negative
4239,positive
4240,negative
4241,positive
4242,negative
4243,positive
4244,negative
4245,negative
4246,negative
4247,negative
4248,negative
4249,negative
4250,negative
4251,negative
4252,positive
4253,negative
4254,positive
4255,negative
4256,negative
4257,positive
4258,negative
4259,negative
4260,positive
4261,positive
4262,positive
4263,positive
4264,negative
4265,positive
4266,positive
4267,positive
4268,negative
4269,positive
4270,negative
4271,positive
4272,positive
4273,negative
4274,positive
4275,negative
4276,positive
4277,negative
4278,positive
4279,positive
4280,negative
4281,negative
4282,positive
4283,positive
4284,negative
4285,positive
4286,negative
4287,negative
4288,negative
4289,negative
4290,negative
4291,negative
4292,negative
4293,positive
4294,negative
4295,negative
4296,positive
4297,negative
4298,positive
4299,negative
4300,positive
4301,negative
4302,negative
4303,negative
4304,negative
4305,positive
4306,positive
4307,negative
4308,positive
4309,positive
4310,positive
4311,negative
4312,positive
4313,negative
4314,negative
4315,positive
4316,positive
4317,negative
4318,positive
4319,negative
4320,negative
4321,negative
4322,negative
4323,negative
4324,positive
4325,negative
4326,negative
4327,negative
4328,negative
4329,positive
4330,negative
4331,negative
4332,positive
4333,negative
4334,positive
4335,positive
4336,negative
4337,positive
4338,negative
4339,negative
4340,negative
4341,negative
4342,positive
4343,negative
4344,positive
4345,negative
4346,negative
4347,positive
4348,positive
4349,negative
4350,positive
4351,positive
4352,negative
4353,negative
4354,positive
4355,positive
4356,positive
4357,positive
4358,negative
4359,positive
4360,negative
4361,negative
4362,negative
4363,negative
4364,negative
4365,negative
4366,positive
4367,positive
4368,negative
4369,negative
4370,negative
4371,negative
4372,negative
4373,negative
4374,positive
4375,positive
4376,negative
4377,positive
4378,positive
4379,positive
4380,positive
4381,negative
4382,positive
4383,negative
4384,positive
4385,positive
4386,positive
4387,negative
4388,negative
4389,negative
4390,positive
4391,positive
4392,positive
4393,negative
4394,positive
4395,negative
4396,positive
4397,positive
4398,positive
4399,positive
4400,negative
4401,negative
4402,positive
4403,negative
4404,negative
4405,negative
4406,negative
4407,negative
4408,negative
4409,positive
4410,positive
4411,positive
4412,negative
4413,negative
4414,negative
4415,positive
4416,negative
4417,positive
4418,negative
4419,negative
4420,negative
4421,negative
4422,negative
4423,negative
4424,negative
4425,negative
4426,negative
4427,negative
4428,negative
4429,positive
4430,negative
4431,positive
4432,positive
4433,negative
4434,positive
4435,positive
4436,positive
4437,positive
4438,negative
4439,positive
4440,negative
4441,negative
4442,positive
4443,negative
4444,positive
4445,negative
4446,positive
4447,negative
4448,negative
4449,negative
4450,positive
4451,positive
4452,negative
4453,positive
4454,negative
4455,negative
4456,negative
4457,negative
4458,negative
4459,negative
4460,positive
4461,positive
4462,negative
4463,positive
4464,positive
4465,positive
4466,negative
4467,positive
4468,negative
4469,positive
4470,negative
4471,negative
4472,positive
4473,positive
4474,negative
4475,positive
4476,negative
4477,positive
4478,negative
4479,negative
4480,negative
4481,negative
4482,negative
4483,negative
4484,negative
4485,negative
4486,positive
4487,negative
4488,negative
4489,negative
4490,positive
4491,negative
4492,positive
4493,positive
4494,negative
4495,positive
4496,negative
4497,negative
4498,negative
4499,negative
4500,positive
4501,negative
4502,negative
4503,positive
4504,positive
4505,negative
4506,positive
4507,positive
4508,negative
4509,positive
4510,negative
4511,negative
4512,negative
4513,positive
4514,positive
4515,negative
4516,negative
4517,negative
4518,positive
4519,negative
4520,positive
4521,negative
4522,positive
4523,negative
4524,positive
4525,positive
4526,positive
4527,negative
4528,positive
4529,negative
4530,positive
4531,positive
4532,positive
4533,negative
4534,negative
4535,negative
4536,negative
4537,negative
4538,negative
4539,negative
4540,positive
4541,negative
4542,positive
4543,negative
4544,negative
4545,negative
4546,negative
4547,negative
4548,positive
4549,negative
4550,negative
4551,negative
4552,positive
4553,negative
4554,negative
4555,positive
4556,negative
4557,negative
4558,negative
4559,positive
4560,negative
4561,positive
4562,negative
4563,negative
4564,negative
4565,negative
4566,negative
4567,negative
4568,negative
4569,negative
4570,positive
4571,positive
4572,negative
4573,negative
4574,positive
4575,negative
4576,positive
4577,positive
4578,positive
4579,positive
4580,positive
4581,positive
4582,negative
4583,positive
4584,negative
4585,positive
4586,negative
4587,negative
4588,positive
4589,positive
4590,negative
4591,positive
4592,positive
4593,positive
4594,negative
4595,positive
4596,negative
4597,negative
4598,negative
4599,positive
4600,negative
4601,negative
4602,positive
4603,positive
4604,positive
4605,positive
4606,negative
4607,negative
4608,negative
4609,negative
4610,negative
4611,positive
4612,negative
4613,negative
4614,negative
4615,negative
4616,positive
4617,negative
4618,positive
4619,negative
4620,negative
4621,negative
4622,positive
4623,negative
4624,positive
4625,negative
4626,negative
4627,negative
4628,negative
4629,negative
4630,negative
4631,negative
4632,negative
4633,negative
4634,negative
4635,negative
4636,negative
4637,negative
4638,positive
4639,positive
4640,positive
4641,negative
4642,negative
4643,negative
4644,negative
4645,negative
4646,positive
4647,negative
4648,negative
4649,negative
4650,negative
4651,positive
4652,negative
4653,negative
4654,negative
4655,negative
4656,negative
4657,positive
4658,positive
4659,negative
4660,positive
4661,negative
4662,positive
4663,negative
4664,positive
4665,negative
4666,negative
4667,positive
4668,positive
4669,negative
4670,negative
4671,positive
4672,negative
4673,negative
4674,negative
4675,positive
4676,negative
4677,positive
4678,negative
4679,negative
4680,negative
4681,negative
4682,negative
4683,positive
4684,negative
4685,negative
4686,positive
4687,negative
4688,negative
4689,positive
4690,positive
4691,negative
4692,negative
4693,positive
4694,positive
4695,negative
4696,negative
4697,positive
4698,negative
4699,positive
4700,positive
4701,positive
4702,positive
4703,negative
4704,negative
4705,negative
4706,positive
4707,positive
4708,negative
4709,positive
4710,negative
4711,negative
4712,negative
4713,negative
4714,negative
4715,positive
4716,negative
4717,negative
4718,negative
4719,negative
4720,negative
4721,negative
4722,negative
4723,positive
4724,negative
4725,positive
4726,negative
4727,positive
4728,positive
4729,negative
4730,negative
4731,positive
4732,negative
4733,positive
4734,negative
4735,negative
4736,negative
4737,negative
4738,negative
4739,negative
4740,positive
4741,negative
4742,negative
4743,negative
4744,positive
4745,negative
4746,negative
4747,positive
4748,negative
4749,negative
4750,negative
4751,negative
4752,positive
4753,positive
4754,negative
4755,negative
4756,negative
4757,negative
4758,negative
4759,negative
4760,negative
4761,negative
4762,negative
4763,negative
4764,negative
4765,negative
4766,negative
4767,positive
4768,negative
4769,negative
4770,positive
4771,positive
4772,positive
4773,positive
4774,negative
4775,negative
4776,positive
4777,positive
4778,positive
4779,negative
4780,negative
4781,negative
4782,positive
4783,positive
4784,negative
4785,positive
4786,negative
4787,positive
4788,negative
4789,negative
4790,positive
4791,positive
4792,negative
4793,negative
4794,negative
4795,positive
4796,negative
4797,positive
4798,positive
4799,negative
4800,negative
4801,positive
4802,positive
4803,negative
4804,negative
4805,negative
4806,positive
4807,positive
4808,negative
4809,negative
4810,positive
4811,negative
4812,negative
4813,negative
4814,negative
4815,positive
4816,positive
4817,positive
4818,positive
4819,negative
4820,positive
4821,positive
4822,negative
4823,negative
4824,negative
4825,negative
4826,positive
4827,negative
4828,negative
4829,negative
